"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_app_launch","ios.tests","Mon Oct 27 04:58:38 UTC 2025","broken","Mon Oct 27 04:58:38 UTC 2025","TestingAccessibility","test_practice_iOS","",""
